# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
2            1            4
2            1            5
3            1            6
3            2            7
3            3            8
4            3            9
4            4            10
4            5            11
4            5            12
5            5            13
6            5            14
7            5            15
8            5            16
9            5            17
9            6            18
9            6            19
9            6            20
9            6            21
9            6            22
9            6            23
9            6            24
9            6            25
9            6            26
9            6            27
9            6            28
9            6            29
9            6            30
