# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            2            4
0            3            5
0            3            6
0            5            7
1            5            8
1            6            9
1            7            10
1            7            11
2            7            12
3            7            13
4            7            14
4            8            15
4            9            16
4            10            17
4            10            18
4            11            19
4            12            20
4            13            21
4            13            22
4            14            23
4            16            24
4            17            25
4            18            26
4            20            27
4            20            28
4            21            29
4            21            30
