# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            0            2
1            0            3
2            0            4
3            0            5
3            1            6
3            2            7
3            4            8
3            4            9
3            4            10
3            5            11
3            6            12
3            6            13
3            6            14
3            7            15
3            7            16
3            7            17
4            7            18
5            7            19
5            8            20
5            8            21
5            8            22
5            9            23
6            9            24
6            9            25
6            9            26
6            9            27
6            9            28
6            9            29
6            9            30
