# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            2            4
0            3            5
0            4            6
0            4            7
0            5            8
0            6            9
0            6            10
0            7            11
0            8            12
0            9            13
0            10            14
0            11            15
0            12            16
0            13            17
0            14            18
0            14            19
0            14            20
0            15            21
0            16            22
0            16            23
0            17            24
0            18            25
0            19            26
1            19            27
1            20            28
1            21            29
1            21            30
