# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            0            2
0            1            3
0            1            4
0            2            5
1            2            6
1            3            7
2            3            8
3            3            9
3            3            10
3            3            11
4            3            12
4            4            13
4            4            14
5            4            15
5            4            16
6            4            17
6            4            18
7            4            19
8            4            20
8            4            21
8            5            22
8            5            23
8            5            24
8            5            25
8            5            26
8            5            27
8            6            28
8            6            29
9            6            30
