# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            1            3
0            2            4
1            2            5
1            3            6
1            4            7
1            6            8
1            7            9
1            8            10
1            9            11
1            10            12
1            10            13
1            10            14
1            12            15
1            12            16
1            13            17
1            14            18
1            14            19
1            15            20
1            15            21
1            15            22
1            15            23
1            16            24
1            16            25
1            17            26
1            19            27
1            20            28
1            21            29
1            22            30
