0            1
0            2
1            3
1            4
2            5
2            6
3            7
4            8
5            9
5            10
5            11
6            12
6            13
6            14
7            15
7            16
7            17
8            18
9            19
9            20
10            21
11            22
11            23
11            24
12            25
12            26
12            27
13            28
14            29
14            30
