# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
3            0            4
4            0            5
5            0            6
6            0            7
6            0            8
6            1            9
6            1            10
7            1            11
8            1            12
9            1            13
10            1            14
11            1            15
12            1            16
12            1            17
13            1            18
14            1            19
15            1            20
15            1            21
16            1            22
17            1            23
19            1            24
20            1            25
21            1            26
23            1            27
23            1            28
23            2            29
23            2            30
