# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
3            0            4
4            0            5
5            0            6
6            0            7
6            1            8
6            2            9
6            2            10
7            2            11
8            2            12
8            2            13
9            2            14
9            2            15
9            2            16
10            2            17
11            2            18
12            2            19
13            2            20
13            2            21
14            2            22
15            2            23
16            2            24
17            2            25
17            2            26
17            2            27
17            2            28
18            2            29
18            2            30
