# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
3            0            4
4            0            5
5            0            6
6            0            7
8            0            8
9            0            9
10            0            10
11            0            11
12            0            12
12            0            13
12            1            14
13            1            15
14            1            16
15            1            17
16            1            18
17            1            19
18            1            20
19            1            21
20            1            22
21            1            23
23            1            24
24            1            25
25            1            26
27            1            27
28            1            28
29            1            29
30            1            30
