0            1
1            2
2            3
2            4
3            5
4            6
5            7
6            8
7            9
8            10
8            11
9            12
10            13
10            14
11            15
13            16
13            17
14            18
14            19
15            20
17            21
17            22
17            23
18            24
18            25
19            26
20            27
21            28
21            29
22            30
