# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            1            3
0            2            4
0            3            5
0            3            6
0            3            7
0            5            8
0            6            9
0            7            10
0            8            11
0            9            12
0            9            13
0            10            14
0            11            15
0            11            16
0            11            17
0            11            18
0            11            19
0            12            20
0            13            21
0            14            22
0            15            23
0            17            24
0            18            25
0            19            26
0            21            27
0            22            28
0            23            29
0            24            30
