# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            1            3
1            1            4
1            2            5
1            2            6
1            3            7
1            5            8
1            6            9
1            7            10
1            7            11
1            8            12
1            8            13
1            8            14
2            7            15
2            8            16
2            9            17
2            9            18
2            10            19
2            11            20
2            11            21
2            12            22
2            13            23
2            15            24
2            16            25
2            17            26
2            17            27
2            18            28
2            19            29
2            20            30
