# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
2            1            4
2            2            5
2            2            6
3            2            7
3            3            8
3            3            9
3            4            10
3            4            11
3            5            12
3            5            13
3            5            14
3            5            15
3            5            16
3            5            17
3            6            18
3            6            19
3            7            20
3            7            21
3            7            22
3            7            23
3            8            24
3            9            25
3            10            26
3            11            27
3            11            28
3            11            29
3            11            30
