# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            0            2
1            0            3
2            0            4
2            1            5
2            1            6
2            2            7
2            3            8
3            3            9
3            4            10
3            4            11
3            4            12
3            5            13
3            5            14
3            5            15
3            5            16
3            5            17
4            5            18
4            5            19
5            5            20
5            5            21
6            5            22
6            5            23
6            6            24
6            6            25
6            6            26
6            6            27
6            6            28
6            7            29
6            8            30
