# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            2            4
0            3            5
0            4            6
0            5            7
0            6            8
0            7            9
0            8            10
0            8            11
0            8            12
0            8            13
0            8            14
0            9            15
0            10            16
0            11            17
0            12            18
0            13            19
0            13            20
0            14            21
0            15            22
0            16            23
0            16            24
0            16            25
0            16            26
0            18            27
0            19            28
1            18            29
1            19            30
