0            1
0            2
1            3
1            4
2            5
2            6
3            7
3            8
4            9
4            10
4            11
4            12
5            13
6            14
7            15
7            16
8            17
8            18
9            19
9            20
10            21
11            22
11            23
11            24
12            25
13            26
13            27
14            28
15            29
15            30
