0            1
0            2
1            3
1            4
1            5
2            6
3            7
3            8
4            9
4            10
6            11
7            12
7            13
7            14
9            15
9            16
9            17
10            18
10            19
11            20
11            21
11            22
12            23
13            24
13            25
13            26
14            27
15            28
15            29
15            30
