# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            1            3
0            2            4
0            3            5
0            4            6
0            5            7
0            5            8
1            5            9
1            6            10
1            7            11
1            8            12
1            9            13
1            10            14
1            11            15
1            12            16
1            13            17
1            14            18
1            14            19
1            15            20
1            16            21
1            17            22
1            18            23
1            19            24
1            20            25
1            21            26
1            23            27
1            24            28
1            25            29
1            26            30
