0            1
1            2
1            3
2            4
3            5
4            6
5            7
7            8
8            9
9            10
10            11
11            12
11            13
12            14
13            15
14            16
15            17
16            18
17            19
17            20
18            21
19            22
19            23
21            24
22            25
23            26
24            27
25            28
25            29
26            30
