# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            1            3
0            2            4
1            2            5
1            3            6
1            4            7
1            6            8
1            7            9
1            8            10
1            9            11
1            10            12
1            11            13
1            12            14
1            12            15
1            14            16
1            15            17
1            16            18
1            16            19
1            16            20
1            17            21
1            18            22
1            19            23
1            21            24
1            22            25
1            22            26
1            24            27
1            25            28
1            26            29
1            26            30
