# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
3            0            4
4            0            5
5            0            6
5            1            7
5            2            8
5            3            9
5            4            10
5            4            11
6            4            12
6            5            13
6            6            14
6            6            15
6            7            16
6            7            17
6            7            18
6            8            19
6            8            20
6            8            21
6            8            22
6            9            23
6            10            24
6            11            25
6            11            26
6            12            27
6            12            28
6            12            29
6            12            30
