# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            0            2
0            0            3
1            0            4
1            1            5
1            2            6
1            2            7
3            2            8
3            3            9
3            4            10
3            4            11
4            4            12
4            5            13
4            6            14
4            7            15
4            8            16
4            9            17
4            10            18
4            11            19
4            12            20
4            12            21
4            13            22
5            12            23
5            12            24
5            12            25
5            13            26
5            14            27
5            14            28
5            14            29
5            15            30
