# Forks_number Cycle 
0            1
0            2
0            3
0            4
0            5
0            6
0            7
1            8
1            9
1            10
2            11
2            12
2            13
2            14
2            15
2            16
2            17
2            18
2            19
2            20
2            21
2            22
2            23
3            24
3            25
3            26
3            27
4            28
4            29
4            30
