# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            2            4
0            3            5
0            4            6
0            5            7
0            6            8
0            7            9
0            8            10
0            9            11
0            9            12
0            10            13
0            11            14
0            12            15
0            13            16
0            14            17
0            15            18
1            14            19
1            14            20
1            15            21
1            15            22
1            16            23
1            17            24
1            17            25
1            17            26
1            19            27
1            19            28
1            19            29
1            19            30
