# Cycle blocks 
1     1
2     1
3     2
4     2
5     3
6     4
7     5
8     5
9     5
10     6
11     7
12     7
13     8
14     8
15     8
16     8
17     9
18     10
19     11
20     11
21     12
22     12
23     13
24     14
25     14
26     14
27     15
28     16
29     17
